Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,accuracy,auc,precision,recall
2022-05-22 12:46:55,6.4min,bea782dbd9114b3b9fe2100e538ad0a6,,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,"[0.651123046875, 0.8248535394668579, 0.8749023675918579, 0.9013671875, 0.9124511480331421, 0.9231933355331421, 0.927929699420929, 0.9395996332168579, 0.939697265625, 0.9419921636581421]","[0.8703259229660034, 0.9591344594955444, 0.977716863155365, 0.984270453453064, 0.9880355000495911, 0.989949107170105, 0.9900459051132202, 0.9926789402961731, 0.9925443530082703, 0.9925534725189209]","[0.7288233041763306, 0.8537648916244507, 0.8938484787940979, 0.914806067943573, 0.9230577349662781, 0.932195782661438, 0.9373539686203003, 0.9464003443717957, 0.9467490911483765, 0.9481173753738403]","[0.557080090045929, 0.7933593988418579, 0.8584960699081421, 0.8902832269668579, 0.9044433832168579, 0.914990246295929, 0.9205566644668579, 0.9345703125, 0.9349609613418579, 0.9369140863418579]"
